#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-1796.4908,13,74.337676
-3255.0884,16,74.351646
-1495.6677,4,74.394453
-3189.334,12,74.419285
-999.6727,3,74.419378
-1384.1699,15,74.419404
-530.2843,25,74.45202
1951.0334,54,74.45208
-1025.5525,7,74.452096
-1027.4698,3,74.470057
-3067.7173,17,74.487782
-1018.4319,3,74.500415
-2047.1001,14,74.500484
-1849.6189,12,74.518165
-1237.842,23,74.518234
-2215.2441,15,74.532742
-1693.1108,8,74.532824
-1184.0381,6,74.545321
-1097.9612,3,74.557891
-1494.0898,7,74.574777
-1457.6263,42,74.574854
-3227.0654,6,74.57487
-1798.1382,16,74.587756
-816.03284,53,74.604548
-990.2306,7,74.628679
-1185.6305,5,74.643766
-5241.9253,25,74.643867
-1513.741,9,74.671693
-1554.2925,31,74.671812
-1693.3965,8,74.686524
-988.24316,7,74.686595
845.8436,42,74.702695
64.15881,28,74.702782
-1157.8699,4,74.734131
-1062.0198,3,74.780752
-1931.2751,11,74.797613
-1548.0951,6,74.797685
-1789.9241,17,74.810658
-2014.4504,14,74.810733
-1079.192,2,74.825358
-1842.0616,13,74.842945
-983.33936,10,74.843266
-996.0652,4,74.858399
-2015.3901,10,74.858475
-982.98474,2,74.858492
1610.1542,55,74.875451
-368.7304,28,74.875525
-1038.6356,4,74.875554
-986.2927,14,74.895495
-1094.7778,3,74.908116
-956.80695,7,74.946842
-2174.187,12,74.964919
-802.1692,7,74.980989
-565.83844,38,74.991478
-1554.2351,34,75.012158
-1473.0486,43,75.012223
-1412.3108,9,75.026806
-832.17596,4,75.02689
-1639.847,41,75.040278
2655.9316,59,75.054063
-1077.9102,2,75.054387
-3048.5327,35,75.054418
-1134.6138,7,75.086398
186.07385,78,75.100751
-1983.2041,11,75.115457
-2052.9268,18,75.127571
-1023.39655,6,75.146488
-1535.922,9,75.162341
-2183.2275,8,75.178024
-971.4441,40,75.17811
-1646.6891,67,75.190616
-1117.0076,4,75.208846
-1568.6208,21,75.223782
-1723.6799,5,75.243711
-1204.6523,4,75.243788
155.69055,26,75.260378
-3454.1494,27,75.285803
-1087.7004,4,75.285851
-1087.0424,18,75.285866
-917.5776,4,75.300744
-1735.075,14,75.315873
-1037.3749,2,75.315964
-1417.3248,12,75.31598
-916.5602,22,75.328707
-902.89124,18,75.328775
-2135.76,55,75.344131
-1090.2499,3,75.357287
-2331.7593,12,75.357419
-2210.6387,24,75.374561
-1014.79974,3,75.374621
-2175.545,18,75.389824
-1460.3096,3,75.404554
-910.8415,3,75.42548
-1123.068,3,75.44241
-1259.917,11,75.45622
-598.64276,6,75.456289
-1381.9861,42,75.487003
-2122.6484,9,75.520801
-1696.9076,13,75.541183
-1172.7896,7,75.541245
-1302.8496,22,75.55509
-1484.2496,10,75.568391
-1869.5569,6,75.584522
-1681.2676,17,75.584609
-773.10144,25,75.584624
-1671.7139,22,75.58463
2143.9717,73,75.619972
-946.9178,19,75.620059
-1374.7388,7,75.657501
-1760.6891,8,75.657581
-1009.73157,2,75.691339
277.24127,39,75.702733
-1322.9363,11,75.724638
-2423.489,27,75.736828
-1486.8116,10,75.753941
-931.4071,25,75.754008
-1025.7302,6,75.781688
-815.11646,64,75.813251
-1520.543,13,75.828175
-639.7412,24,75.847947
547.43115,35,75.848004
-2145.4214,8,75.879516
-1119.709,7,75.922759
-1252.064,4,75.933829
-1347.7617,7,75.950497
-3040.3223,21,76.047088
-1158.9238,51,76.047182
-381.40564,22,76.047202
-1103.3059,31,76.067986
-3014.5615,39,76.068053
-702.9499,20,76.081375
-3296.8982,31,76.098159
-979.752,6,76.1451
-2220.7905,7,76.158094
-603.4617,30,76.158163
-2093.7344,5,76.171642
-954.2554,6,76.171722
-1438.389,9,76.190151
593.14185,41,76.205781
-1452.3285,26,76.21872
-2083.9658,24,76.281528
-1529.8135,10,76.29564
-1414.5947,7,76.295684
-2001.4963,105,76.31453
-2471.5818,48,76.329653
-1209.3352,3,76.329731
-1065.7875,57,76.329747
-1142.2788,3,76.347506
-2416.604,12,76.347606
-1689.7302,18,76.347627
-1017.7695,2,77.620293
-970.8863,2,77.620362
-984.6183,4,77.620378
-1045.9042,3,77.634844
-625.3058,88,77.649257
-1050.7927,37,77.64935
-140.45947,25,77.738375
-1978.12,18,77.741264
-1918.629,34,77.741343
-1027.6145,5,77.741355
2645.8826,57,77.804309
-1065.3635,53,77.804388
104.31641,48,77.858375
-907.6097,7,77.858469
-1078.6492,2,77.901959
-1415.2107,3,77.902059
-1015.0175,2,77.998601
-1093.6382,3,78.000444
-1363.4629,25,78.04531
-1010.13525,2,78.072717
-2121.6719,9,78.155323
968.697,127,78.179343
-1240.5553,15,78.19205
-1211.0321,10,78.205122
-2399.3652,46,78.229537
-1940.5757,6,78.257771
-2096.9697,16,78.289822
2060.3337,119,78.289865
-1069.0275,3,78.302269
-1603.302,16,78.315217
-2767.1035,35,78.326731
-2085.9185,16,78.3382
-464.31268,30,78.35803
-927.23413,31,78.381124
-1726.7167,5,78.381205
-964.1793,5,78.407383
-1306.1091,28,78.407492
783.3775,26,78.422585
-1737.7145,31,78.422669
-1068.1741,7,78.452138
-1206.0519,4,78.468189
-969.84186,4,78.468284
364.77087,48,78.481248
-785.58167,25,78.497751
-1627.9504,32,78.512263
140.73438,43,78.533173
-1475.5049,5,78.563912
-918.4467,29,78.586622
-893.4143,19,78.586688
-2000.9366,11,78.606299
-2532.3176,54,78.628358
-2007.3577,6,78.642806
-1270.3204,21,78.658036
-1581.4537,9,78.658129
-1095.7139,27,78.658148
-904.7248,18,78.675182
-1024.0782,6,78.692178
-1281.5096,14,78.69224
165.14124,46,78.706138
-2236.4653,8,78.706241
-895.82135,4,78.722321
-1116.5951,33,78.722378
-2012.3993,8,78.722396
-999.8664,3,78.758116
-2279.837,55,78.770367
-1028.0752,4,78.780927
-3376.4795,27,78.793278
-1208.6077,26,78.793364
-1165.4789,33,78.808513
-3317.1987,11,78.823531
1057.6077,42,78.847972
-4083.5415,40,78.848034
-1196.5564,15,78.848048
-1093.7555,2,78.848055
-2531.2632,7,78.861024
-848.5807,111,78.861111
-1055.5079,2,78.873494
-996.942,2,78.873542
-2053.315,7,78.888327
-1573.6198,8,78.888699
-1035.438,4,78.90407
-1562.7927,14,78.904128
-898.82434,17,78.904143
-1463.6874,4,78.923844
-1012.9338,3,78.967698
-916.33105,17,78.967782
-444.79065,30,78.982572
-481.39166,31,79.001881
-1816.3158,12,79.018588
-651.8813,8,79.018652
-967.8434,3,79.018668
-1098.2004,5,79.049994
-995.51587,4,79.050055
-922.2938,6,79.05007
-555.53265,20,79.064036
-1077.8363,4,79.091959
-3269.5332,13,79.121626
-1035.0145,2,79.121696
-278.49615,27,79.121713
-2323.39,36,79.132507
-1444.3749,25,79.147327
-1910.2219,15,79.147394
-1044.2081,3,79.163731
-1264.5343,7,79.163825
-2188.4146,15,79.16384
-856.37024,16,79.189883
-1022.74817,3,79.209027
-1292.2363,4,79.209095
-460.94476,32,79.224025
75.0542,50,79.261709
-994.0676,2,79.261795
389.81213,38,79.261813
-217.7215,28,79.276091
-1230.7129,10,79.276164
-1213.902,18,79.300674
-1039.2697,2,79.300737
-1013.8624,12,79.300751
-1746.3958,11,79.322405
-2875.8237,23,79.374748
-1318.7478,40,79.37484
-1006.6162,3,79.37487
-1553.883,18,79.404293
-865.9957,8,79.418755
-1088.2759,8,79.418852
-1236.738,18,79.418869
-1035.8766,4,79.434985
981.2665,32,79.435064
-1899.7053,30,79.449004
-238.35138,38,79.449076
-1855.8682,38,79.46382
-1848.7307,11,79.463907
-2054.3474,31,79.479536
-1089.5299,2,79.514315
-588.80414,20,79.514404
-1668.771,32,79.530218
-1025.7104,8,79.530291
-1864.2153,23,79.557736
-2310.8696,12,79.557819
-2258.9731,8,79.572661
-1140.6024,3,79.572804
-1245.3552,36,79.593964
-1515.4884,6,79.606603
-949.1924,6,79.60668
-1631.6191,10,79.630122
-1780.7463,24,79.63025
-1775.7832,25,79.641997
-1889.169,6,79.65637
-1862.8547,5,79.656463
-1559.4935,16,79.693391
-742.5166,28,79.711075
-915.8444,29,79.711138
-2886.226,33,79.711152
-1048.2589,8,79.711158
-1197.5161,12,79.724987
-1098.5919,6,79.725086
-2358.489,11,79.738873
-1045.8763,2,79.758347
-1379.3102,11,79.784279
-2059.8684,23,79.798423
-806.8295,24,79.798501
-1547.8704,24,79.798522
-1808.2666,10,79.81419
-1451.8855,6,79.814272
-1038.821,2,79.82781
-1130.524,9,79.840815
-1153.1578,9,79.8409
-2859.907,28,79.854976
-537.0533,14,79.86969
1213.0088,47,79.891836
-618.95447,56,79.906658
-956.4846,4,79.906729
-1624.4045,9,79.934633
-1050.8164,2,79.934701
-1575.3323,10,79.934716
-1006.37476,20,79.94851
-1193.3496,16,79.948581
-1192.5197,3,79.948598
-487.17175,34,79.977102
-874.2239,17,79.996825
-1178.594,9,79.99691
-1984.7488,27,80.023292
-1099.3378,3,80.023361
-1811.0874,6,80.047944
-966.187,8,80.062728
-1031.9783,3,80.075192
-900.16565,6,80.10066
-3071.3384,31,80.114402
367.39337,35,80.13938
-1115.2057,3,80.13947
-1618.7749,10,80.159924
-1736.6049,16,80.211865
-2626.7712,10,80.231976
-1457.672,33,80.232308
-3753.9727,54,80.232352
-2092.068,10,80.246097
-1029.8878,2,80.259207
-1985.6997,4,80.281526
-986.3522,3,80.294824
-2908.4727,12,80.294899
-963.628,10,80.294915
1453.3367,39,80.294923
-2650.7356,28,80.322674
-1026.6475,2,80.322773
-243.64331,33,80.322792
-1055.861,3,80.343715
-1482.5623,35,80.357086
-2267.8215,34,80.35717
-1343.2032,11,80.399698
-1244.605,7,80.428468
-1001.43896,6,80.428555
2570.751,63,80.443156
-2724.6086,21,80.459788
-1074.3313,13,80.47143
-1545.9985,53,80.553946
-2127.3118,14,80.554311
-1364.2549,35,80.554376
-2080.1516,12,80.575202
2246.7786,49,80.589403
-1016.766,2,80.589497
-715.5639,45,80.628758
-1063.8962,3,80.628853
-547.26697,50,80.62887
-1672.3378,32,80.628877
-865.6288,6,80.645482
125.79291,25,80.690099
-3943.2598,23,80.690163
-1175.1936,4,80.704524
-1612.5801,29,80.720438
-1073.3811,2,80.720513
1268.7502,65,80.77575
-1007.0801,4,80.775818
-2417.1934,13,80.815574
-2120.6455,10,80.831197
-2880.4717,19,80.831279
-1260.1655,9,80.843765
-1001.9052,4,80.896524
-3220.1355,20,80.919796
-1095.7924,3,80.932428
-3679.2075,67,80.932497
-2464.8008,35,80.96624
-1141.3289,3,80.966299
-358.1015,29,80.980428
-980.42395,4,80.980783
-2515.5576,15,81.027658
-2264.6572,52,81.027743
-808.312,5,81.027762
-1092.951,2,81.060133
-2045.2979,43,81.0602
-2793.229,24,81.105424
-1482.5056,9,81.105521
329.91418,49,81.122492
-2212.4358,31,81.137421
544.87256,50,81.137506
-3340.8018,82,81.137528
-1690.5415,7,81.163518
-846.321,53,81.193672
-1179.9017,11,81.193818
-1072.9264,2,81.227003
-1013.94916,2,81.227078
-1053.9766,9,81.243369
-1419.8842,19,81.254917
-1026.9849,2,81.269154
-1193.5438,9,81.269224
-1900.4224,69,81.306418
-675.8734,38,81.306488
-1877.4524,13,81.323454
-1471.3047,5,81.346902
-3276.033,14,81.34697
2453.3208,79,81.346987
1633.6194,79,81.367601
-1873.0531,9,81.367692
-810.22076,8,81.381049
-1300.874,17,81.381122
-1471.4167,3,81.393073
-1454.7821,3,81.393404
-1162.3967,5,81.407414
-1094.7778,3,81.431107
-1145.5859,42,81.431153
354.19684,40,81.431164
-1014.55634,22,81.445268
-1956.9971,57,81.455959
-966.45337,4,81.480598
-1590.6389,4,81.492946
-1292.5018,17,81.493011
-550.4901,35,81.493029
-2409.878,12,81.506804
1271.6161,60,81.506869
-1064.8021,7,81.506888
-1009.38354,5,81.506894
-1677.7268,7,81.543442
-931.29126,3,81.543533
-2673.2222,24,81.543552
-2516.6208,14,81.543559
-4489.157,104,81.597383
-1327.9443,3,81.597493
-994.10913,4,81.612017
-2491.7927,8,81.612078
-1545.9082,6,81.612093
-2985.1328,16,81.62484
-1583.3518,7,81.624938
-1469.4266,16,81.636277
-2363.3013,14,81.665965
-1032.191,25,81.666022
-771.6404,21,81.680029
-877.28125,6,81.705956
-1396.6602,7,81.706259
-1277.075,7,81.721363
-3819.7632,54,81.721445
-1169.1931,21,81.721463
-1209.0708,6,81.72147
-1174.4211,10,81.742163
-927.55664,3,81.755011
-1320.4152,17,81.755073
-931.69196,7,81.777045
-1070.8704,2,81.777104
-273.136,46,81.777119
-2217.9736,13,81.788029
-992.32025,19,81.788081
-1660.2411,9,81.802685
-3237.9575,17,81.80276
-998.9282,3,81.802777
-1770.8623,5,81.802785
-1124.4899,6,81.81882
-1053.3575,4,81.818895
-1034.815,2,81.832769
-1559.9025,5,81.857849
-1392.6232,4,81.857937
-2830.4165,88,81.889601
-942.7526,5,81.889681
-1662.6666,9,81.909542
-852.4873,21,81.92262
-997.2562,7,81.935448
-651.97473,29,81.947653
-3568.025,32,81.947732
-3675.3945,23,81.947748
-2531.4487,13,81.974233
-1019.7698,2,81.974331
-1136.2532,40,81.97435
-1144.9977,3,81.987847
-1077.7535,10,82.002735
-3394.6985,10,82.002809
-1551.3718,10,82.028691
-1903.137,7,82.028818
-84.9306,25,82.047002
-3043.9915,22,82.047088
-1228.239,24,82.062967
-963.43097,20,82.063054
-2605.8237,69,82.081121
-154.68231,20,82.098876
-1161.5912,23,82.110971
-2554.2197,10,82.13437
-1699.1587,9,82.13471
-941.3047,6,82.13476
-926.6489,4,82.134771
-645.2257,5,82.134777
-1448.9186,10,82.161025
-1165.042,4,82.161088
-1035.5404,24,82.180418
-1001.10535,4,82.193338
-61.67224,45,82.193407
-1497.6562,5,82.205106
-589.61414,16,82.223396
-1006.4722,34,82.298265
-2632.245,18,82.31859
-2687.394,10,82.318662
-1093.9053,23,82.342556
481.62415,55,82.358082
-518.9906,27,82.380224
-1019.53687,34,82.404533
-1644.5059,19,82.404606
-1286.113,14,82.42093
-1548.553,8,82.421002
-1196.9512,7,82.421031
-1530.8624,21,82.437176
-1598.8317,22,82.437239
-985.3097,19,82.463885
-1056.0054,2,82.463967
-1885.5684,21,82.464026
113.32202,24,82.518464
-963.1033,7,82.535214
-1151.5742,31,82.535291
-1512.6554,9,82.547843
-583.4714,32,82.56071
-1193.6708,7,82.574845
-974.503,8,82.584756
-1040.6753,45,82.584928
-1638.8673,5,82.597048
-1263.882,4,82.59714
-5831.6484,15,82.597155
-1744.0122,9,82.597162
37.333252,49,82.609616
-1109.7739,5,82.639264
482.76917,41,82.639333
-861.0178,4,82.653722
-2400.7676,17,82.682236
-1380.2367,10,82.695447
-1580.1311,35,82.709407
-962.70044,4,82.709584
-4768.5635,28,82.72203
-1083.8218,2,82.737174
-2966.0962,42,82.737252
-1337.3497,10,82.737277
-1213.9932,9,82.737288
-1070.2601,5,82.750906
-3157.7673,28,82.761961
-1970.1837,18,82.776994
-1074.4146,4,82.777102
-1793.971,58,82.789095
-2892.2065,12,82.802126
-2084.3726,8,82.816186
-984.83545,2,82.82899
53.05017,45,82.829058
-2099.686,11,82.841036
-2084.6477,9,82.863493
-958.3511,10,82.876749
-4054.7961,26,82.876803
-1009.0108,4,82.876819
-988.4103,9,82.876826
-1650.429,8,82.890008
-942.01447,21,82.890086
-1050.8196,2,82.908581
-56.599487,39,82.908665
-1258.1832,5,82.931167
-991.9439,20,82.931406
-1155.8274,3,82.931525
-1055.0865,83,82.945557
-424.71942,25,82.945658
-965.8015,5,82.983355
-1802.5636,39,82.983419
-2413.4922,10,83.024202
-2297.0605,9,83.052937
-46.0235,34,83.076336
46.41211,23,83.076415
-1498.9166,11,83.104796
-1149.193,3,83.127016
-2268.84,19,83.127091
-1613.1217,25,83.138097
-4178.333,40,83.183771
-1337.8396,6,83.197685
-1337.6213,29,83.212213
-806.9702,18,83.21229
-1683.8298,9,83.212308
68.18457,55,83.212314
-552.04987,24,83.237702
-1548.2183,33,83.237771
-1382.7324,7,83.237787
-1618.3018,6,83.237795
-1945.585,14,83.252519
-572.3839,27,83.25261
-980.42126,4,83.299036
-909.6289,33,83.299111
-1096.4934,4,83.29914
-872.22577,26,83.299146
661.6329,27,83.312484
-1820.6758,7,83.312553
-1121.5016,7,83.327354
-1070.5328,2,83.327413
-983.4004,6,83.327428
-1033.1991,2,83.358743
-3087.7354,28,83.358815
-480.4181,24,83.358832
-1631.5864,10,83.370975
-1661.3289,29,83.371034
-490.82275,33,83.384355
-942.51,6,83.396091
-1039.7694,2,83.396166
256.2177,19,83.407282
-1586.3644,13,83.407349
-1978.3923,7,83.407365
-3315.7866,8,83.449356
-2017.4497,4,83.468224
-1275.7485,8,83.478993
-1034.0486,2,83.50432
-998.04736,15,83.51871
-2813.3728,13,83.518813
-1664.0436,11,83.531666
188.66577,36,83.531751
-1422.6328,8,83.558035
-2469.17,16,83.588844
-2247.6362,36,83.612078
-2124.2324,11,83.625547
-1359.0764,47,83.625636
-1093.8429,3,83.638423
-1330.555,27,83.651963
-2932.6438,20,83.652028
-3158.7778,8,83.652044
-2253.2412,10,83.668013
-1664.3566,4,83.668087
-773.49603,31,83.682027
-1097.7837,2,83.682084
-1043.2528,2,83.682097
-1179.1641,4,83.682104
-903.49756,3,83.68211
-789.5979,4,83.707669
-1548.78,13,83.728894
-1294.6831,8,83.740786
-2140.3872,22,83.74085
-1859.273,31,83.753871
-970.35345,6,83.753933
-868.3213,24,83.765157
-1118.478,7,83.777308
-2473.88,9,83.801043
-3245.8528,21,83.801138
-246.42285,36,83.813886
-3449.1108,18,83.81442
-1613.0038,10,83.843178
-848.8882,5,83.869019
-668.95074,45,83.88724
-1292.3472,27,83.901606
-2819.8691,12,83.901687
699.85114,36,83.901704
-1692.0078,8,83.932245
-1471.8799,3,83.944424
-467.32385,16,83.958307
-1842.8047,9,83.975751
513.91364,50,83.975822
-2416.9653,22,83.989391
-1074.5653,3,83.989457
-1359.718,10,84.014594
-2047.5815,21,84.014673
-1900.3242,109,84.014693
-1163.2695,3,84.0147
-3724.2588,43,84.032342
-1094.807,3,84.032425
-1066.805,2,84.047718
-932.8145,19,84.047779
-1423.1772,6,84.062239
-1278.7969,4,84.076152
-1700.3594,14,84.11149
-1404.3854,26,84.133549
-1617.8785,5,84.150555
-4298.51,28,84.167712
-1414.5376,9,84.182243
-1905.2527,20,84.196432
-1371.748,4,84.196512
-1842.0261,9,84.196543
-1486.5962,3,84.213454
-677.55145,6,84.213524
-1656.0709,12,84.213542
-1485.3103,36,84.21355
-1752.5784,14,84.213557
-2161.9355,12,84.213562
-1161.4431,5,84.233912
1041.7549,38,84.233988
-1033.4955,17,84.234007
-882.28986,3,84.25027
-1030.1146,2,84.250354
-704.40393,5,84.262511
-1024.2832,4,84.277757
-1006.07556,4,84.300119
-1002.19824,5,84.300183
-2600.9524,25,84.300197
-4181.4414,16,84.31457
-2333.9573,8,84.328357
-1843.1372,35,84.345666
-3279.456,8,84.345767
-1401.5125,8,84.345785
-1142.9344,5,84.379499
-1407.427,8,84.379583
-949.7951,7,84.395566
-2340.603,66,84.395627
-1541.1433,11,84.4172
-1130.7047,8,84.429166
-1167.7816,4,84.447613
-1407.9556,8,84.447668
-1135.9686,7,84.459758
-669.8217,16,84.459847
-148.25323,24,84.471262
-1250.5823,28,84.485001
-2382.2139,5,84.49866
-1697.488,87,84.498741
-955.5924,14,84.511067
-1619.0822,12,84.527044
-1090.3906,3,84.548794
-2913.2578,57,84.548885
-1411.4677,4,84.56283
-1879.0034,9,84.585717
-1003.829,2,84.600026
-2012.5891,10,84.600089
-1473.7958,9,84.623952
-3119.3608,13,84.670632
-2256.0908,16,84.670709
-701.2765,46,84.670721
-1004.24713,2,84.694352
-1561.2435,23,84.708194
-2200.074,7,84.70827
-3492.4077,30,84.740848
-2078.8174,59,84.74092
-2377.4656,11,84.753281
-976.946,2,84.767123
-566.6863,28,84.767189
-1160.787,7,84.767203
-1122.2891,3,84.784773
-504.20428,19,84.784842
-883.5299,5,84.784857
-981.6131,6,84.784866
-3849.0718,25,84.78487
-1909.5146,16,84.837314
-2039.8279,17,84.861658
-1134.7681,31,84.86172
-1177.9503,7,84.875519
-1506.2336,8,84.875578
-1542.3646,10,84.909236
-1397.654,10,84.909313
25.01477,43,84.909333
-2646.2407,9,84.909341
-273.24255,31,84.926097
-889.23425,27,84.949299
-1068.4236,3,84.962902
-3411.5864,12,84.962987
-1609.1575,6,84.974639
-1585.3164,6,84.974704
-948.5003,4,84.994277
17.807129,80,84.994377
-1150.368,6,85.009531
-1033.501,4,85.044948
-1485.4835,8,85.045026
-706.27893,34,85.075328
-931.26105,4,85.105117
-1767.5223,9,85.105248
-1039.6174,7,85.105286
428.7102,37,85.119279
277.20898,28,85.134471
-852.34125,4,85.157325
-1080.0731,2,85.157383
-1066.89,6,85.187475
975.52423,62,85.18756
-633.3888,64,85.200133
-1393.8994,18,85.214911
-1103.8693,31,85.273023
-1018.4969,2,85.273108
-1109.8629,3,85.273129
-982.5326,5,85.290287
-957.6486,11,85.290359
-3704.73,41,85.30269
-922.85486,7,85.321575
-805.0718,28,85.321649
-1375.4578,36,85.321667
-1824.3263,17,85.348287
-1040.2383,2,85.348352
-1690.4258,21,85.348368
-1092.0681,3,85.360934
-1092.5084,6,85.361066
-2037.5771,37,85.361595
-735.49854,24,85.381213
-966.336,6,85.381282
-1073.7471,2,85.400592
-3410.3218,57,85.41467
-1027.0234,2,85.426647
-998.7372,2,85.440964
-1371.6161,6,85.441057
-1190.2549,9,85.457669
-676.3692,39,85.457745
-1302.8967,8,85.473652
-1828.0701,36,85.489443
-817.41473,20,85.48952
-900.2444,3,85.489537
-2337.1926,14,85.501363
-1099.6078,4,85.514343
-1061.839,2,85.527186
-1661.873,5,85.542428
-1839.6217,39,85.569371
-3032.6265,20,85.569451
-1067.5265,4,85.569466
-2317.666,14,85.58452
-2898.7646,14,85.584633
-1338.4116,22,85.597011
-2506.1763,12,85.597098
-1026.8068,3,85.621824
-2072.962,18,85.621895
-951.94214,5,85.634802
-676.2876,23,85.634884
463.1742,43,85.634903
-1045.9236,4,85.649433
-1588.6989,4,85.649511
-1807.6001,12,85.649528
-1297.3387,7,85.663134
-1591.2933,14,85.684147
-1038.7281,2,85.684247
-1053.524,5,85.702796
-1357.7609,9,85.702865
-1602.3402,11,85.702881
1477.5284,38,85.702889
-1574.4752,14,85.725985
-1157.6788,4,85.726043
-1958.4457,18,85.738551
